	id	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
2129	PLIPA2A160pp	Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)			rxn09147	MNXR102992		iML1515					['rxn09147']	['MNXR102992']								
1988	PLIPA2A161pp	Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)				MNXR102993		iML1515						['MNXR102993']								
1951	PLIPA2A180pp	Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)			rxn09149	MNXR102994		iML1515					['rxn09149']	['MNXR102994']								
1989	PLIPA2A181pp	Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)				MNXR102995		iML1515						['MNXR102995']								
2178	PLIPA2E120pp	Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)				MNXR102996		iML1515						['MNXR102996']								
1986	PLIPA2E140pp	Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)				MNXR102997		iML1515						['MNXR102997']								
1953	PLIPA2E141pp	Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)				MNXR102998		iML1515						['MNXR102998']								
1987	PLIPA2E160pp	Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)				MNXR102999		iML1515						['MNXR102999']								
2275	PLIPA2E161pp	Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)				MNXR103000		iML1515						['MNXR103000']								
2276	PLIPA2E180pp	Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)				MNXR143296		iML1515						['MNXR143296']								
1955	PLIPA2E181pp	Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)				MNXR103002		iML1515						['MNXR103002']								
2282	PLIPA2G120pp	Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)				MNXR103003		iML1515						['MNXR103003']								
1956	PLIPA2G140pp	Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)				MNXR103004		iML1515						['MNXR103004']								
2179	PLIPA2G141pp	Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)				MNXR103005		iML1515						['MNXR103005']								
1961	PLIPA2G160pp	Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)				MNXR103006		iML1515						['MNXR103006']								
2182	PLIPA2G161pp	Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)				MNXR103007		iML1515						['MNXR103007']								
2283	PLIPA2G180pp	Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)				MNXR103008		iML1515						['MNXR103008']								
1963	PLIPA2G181pp	Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)				MNXR103009		iML1515						['MNXR103009']								
276	PMANM	Phosphomannomutase	PHOSMANMUT-RXN	R01818	rxn01329	MNXR101729		iML1515	iYO844	iAF692	['META:PHOSMANMUT-RXN']	['R01818']	['rxn01329']	['MNXR101729']	['META:PHOSMANMUT-RXN']	['R01818']	['rxn01329']	['MNXR101729']	['META:PHOSMANMUT-RXN']	['R01818']	['rxn01329']	['MNXR101729']
47	PMDPHT	Pyrimidine phosphatase	RIBOPHOSPHAT-RXN	R07280	rxn05039	MNXR96145	RIBOPHOSPHAT-RXN	iML1515	iYO844	iAF692	['META:RIBOPHOSPHAT-RXN']	['R07280']	['rxn05039']	['MNXR96145']	['META:RIBOPHOSPHAT-RXN']	['R07280']	['rxn05039']	['MNXR96145']	['META:RIBOPHOSPHAT-RXN']	['R07280']	['rxn05039']	['MNXR96145']
2381	PMEACPE	Pimeloyl-[ACP] methyl ester esterase	RXN-11483	R09725		MNXR103041		iML1515			['META:RXN-11483']	['R09725']		['MNXR103041']								
3730	PMEVK		PHOSPHOMEVALONATE-KINASE-RXN	R03245	rxn02322	MNXR103043	PHOSPHOMEVALONATE-KINASE-RXN			iAF692									['META:PHOSPHOMEVALONATE-KINASE-RXN']	['R03245']	['rxn02322']	['MNXR103043']
656	PMPK	Phosphomethylpyrimidine kinase	PYRIMSYN3-RXN		rxn03108	MNXR143305	PYRIMSYN3-RXN	iML1515	iYO844	iAF692			['rxn03108']	['MNXR143305']			['rxn03108']	['MNXR143305']			['rxn03108']	['MNXR143305']
3219	PNP		RXN0-7092	R02294	rxn01646	MNXR103048	RXN0-7092		iYO844						['META:RXN0-7092']	['R02294']	['rxn01646']	['MNXR103048']				
2649	PNSPA	Purine Nucleoside Phorphoramidase						iML1515														
3212	PNTEH		3.5.1.92-RXN	R02973	rxn02130	MNXR103049	3.5.1.92-RXN		iYO844						['META:3.5.1.92-RXN']	['R02973']	['rxn02130']	['MNXR103049']				
400	PNTK	Pantothenate kinase	PANTOTHENATE-KIN-RXN	R03018	rxn12510	MNXR103050	PANTOTHENATE-KIN-RXN	iML1515	iYO844	iAF692	['META:PANTOTHENATE-KIN-RXN']	['R03018']	['rxn12510']	['MNXR103050']	['META:PANTOTHENATE-KIN-RXN']	['R03018']	['rxn12510']	['MNXR103050']	['META:PANTOTHENATE-KIN-RXN']	['R03018']	['rxn12510']	['MNXR103050']
3221	PNTOt2				rxn05308	MNXR103053			iYO844	iAF692							['rxn05308']	['MNXR103053']			['rxn05308']	['MNXR103053']
1234	PNTOt4pp	Pantothenate sodium symporter (periplasm)	TRANS-RXN-117		rxn09165; rxn10180	MNXR103054	TRANS-RXN-117	iML1515			['META:TRANS-RXN-117']		['rxn09165', 'rxn10180']	['MNXR103054']								
988	PNTOtex	Pantothenate transport via diffusion (extracellular to periplasm)			rxn09166	MNXR103051		iML1515					['rxn09166']	['MNXR103051']								
2484	POAACR	Peroxyaminoacrylate reductase				MNXR103056		iML1515						['MNXR103056']								
3732	POR2				rxn10588	MNXR103061				iAF692											['rxn10588']	['MNXR103061']
3733	POR3				rxn10589	MNXR103062				iAF692											['rxn10589']	['MNXR103062']
2313	POR5	Pyruvate synthase				MNXR103064		iML1515						['MNXR103064']								
75	POX	Pyruvate oxidase			rxn09167	MNXR103067		iML1515					['rxn09167']	['MNXR103067']								
20	PPA	Inorganic diphosphatase	INORGPYROPHOSPHAT-RXN	R00004	rxn00001; rxn11226	MNXR100808	INORGPYROPHOSPHAT-RXN	iML1515	iYO844	iAF692	['META:INORGPYROPHOSPHAT-RXN']	['R00004']	['rxn00001', 'rxn11226']	['MNXR100808']	['META:INORGPYROPHOSPHAT-RXN']	['R00004']	['rxn00001', 'rxn11226']	['MNXR100808']	['META:INORGPYROPHOSPHAT-RXN']	['R00004']	['rxn00001', 'rxn11226']	['MNXR100808']
1389	PPA2	Inorganic triphosphatase	TRIPHOSPHATASE-RXN	R00138	rxn00106	MNXR103069	TRIPHOSPHATASE-RXN	iML1515			['META:TRIPHOSPHATASE-RXN']	['R00138']	['rxn00106']	['MNXR103069']								
605	PPAKr	Propionate kinase	PROPKIN-RXN			MNXR95897	PROPKIN-RXN	iML1515	iYO844	iAF692				['MNXR95897']				['MNXR95897']				['MNXR95897']
1957	PPALtex	Propanal transport via diffusion (extracellular to periplasm)			rxn09170; rxn09169	MNXR103071		iML1515					['rxn09169', 'rxn09170']	['MNXR103071']								
1948	PPALtpp	Propanal transport via channel (periplasm)			rxn09170; rxn09169	MNXR103071		iML1515					['rxn09169', 'rxn09170']	['MNXR103071']								
3736	PPA_1		INORGPYROPHOSPHAT-RXN	R00004	rxn00001; rxn11226	MNXR100808	TRANS-RXN-370			iAF692									['META:INORGPYROPHOSPHAT-RXN']	['R00004']	['rxn00001', 'rxn11226']	['MNXR100808']
2263	PPAt4pp	Na+/Propionate symporter (periplasm)				MNXR103093		iML1515						['MNXR103093']								
3182	PPAt6					MNXR103092			iYO844									['MNXR103092']				
2307	PPAtex	Propionate transport via diffusion	TRANS-RXN0-505			MNXR103094	TRANS-RXN0-505	iML1515						['MNXR103094']								
578	PPBNGS	Porphobilinogen synthase	PORPHOBILSYNTH-RXN	R00036	rxn00029	MNXR103095	PORPHOBILSYNTH-RXN	iML1515	iYO844	iAF692	['META:PORPHOBILSYNTH-RXN']	['R00036']	['rxn00029']	['MNXR103095']	['META:PORPHOBILSYNTH-RXN']	['R00036']	['rxn00029']	['MNXR103095']	['META:PORPHOBILSYNTH-RXN']	['R00036']	['rxn00029']	['MNXR103095']
295	PPC	Phosphoenolpyruvate carboxylase		R00345	rxn00251	MNXR103096		iML1515				['R00345']	['rxn00251']	['MNXR103096']								
178	PPCDC	Phosphopantothenoylcysteine decarboxylase	P-PANTOCYSDECARB-RXN	R03269	rxn02341	MNXR103098	P-PANTOCYSDECARB-RXN	iML1515	iYO844	iAF692	['META:P-PANTOCYSDECARB-RXN']	['R03269']	['rxn02341']	['MNXR103098']	['META:P-PANTOCYSDECARB-RXN']	['R03269']	['rxn02341']	['MNXR103098']	['META:P-PANTOCYSDECARB-RXN']	['R03269']	['rxn02341']	['MNXR103098']
23	PPCK	Phosphoenolpyruvate carboxykinase	PEPCARBOXYKIN-RXN	R00341	rxn00247	MNXR103099	PEPCARBOXYKIN-RXN	iML1515	iYO844		['META:PEPCARBOXYKIN-RXN']	['R00341']	['rxn00247']	['MNXR103099']	['META:PEPCARBOXYKIN-RXN']	['R00341']	['rxn00247']	['MNXR103099']				
3224	PPCOAC		PROPIONYL-COA-CARBOXY-RXN	R01859	rxn01355	MNXR103100			iYO844						['META:PROPIONYL-COA-CARBOXY-RXN']	['R01859']	['rxn01355']	['MNXR103100']				
504	PPCSCT	Propanoyl-CoA: succinate CoA-transferase	RXN0-268			MNXR103103	RXN0-268	iML1515						['MNXR103103']								
3737	PPDK		PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	R00206	rxn00151	MNXR103107	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN			iAF692									['META:PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN']	['R00206']	['rxn00151']	['MNXR103107']
1386	PPDOy	Propane-1,2-diol:NADP+ 1-oxidoreductase	RXN-15743			MNXR103108	RXN-15743	iML1515			['META:RXN-15743']			['MNXR103108']								
1194	PPGPPDP	Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	PPGPPSYN-RXN	R00336	rxn00242	MNXR103109	PPGPPSYN-RXN	iML1515			['META:PPGPPSYN-RXN']	['R00336']	['rxn00242']	['MNXR103109']								
3183	PPIabc				rxn05635	MNXR103111			iYO844								['rxn05635']	['MNXR103111']				
1484	PPK	Polyphosphate kinase						iML1515														
1380	PPK2	Polyphosphate kinase						iML1515		iAF692												
32	PPM	Phosphopentomutase	RXN-14456			MNXR103115		iML1515	iYO844		['META:RXN-14456']			['MNXR103115']	['META:RXN-14456']			['MNXR103115']				
611	PPM2	Phosphopentomutase 2 (deoxyribose)	D-PPENTOMUT-RXN	R02749	rxn01986	MNXR103116	D-PPENTOMUT-RXN	iML1515	iYO844		['META:D-PPENTOMUT-RXN']	['R02749']	['rxn01986']	['MNXR103116']	['META:D-PPENTOMUT-RXN']	['R02749']	['rxn01986']	['MNXR103116']				
3222	PPNCL				rxn10003	MNXR103118			iYO844								['rxn10003']	['MNXR103118']				
584	PPNCL2	Phosphopantothenate-cysteine ligase	P-PANTOCYSLIG-RXN	R04231	rxn09177	MNXR103119	P-PANTOCYSLIG-RXN	iML1515		iAF692	['META:P-PANTOCYSLIG-RXN']	['R04231']	['rxn09177']	['MNXR103119']					['META:P-PANTOCYSLIG-RXN']	['R04231']	['rxn09177']	['MNXR103119']
551	PPND	Prephenate dehydrogenase	PREPHENATEDEHYDROG-RXN	R01728	rxn01268	MNXR103121	PREPHENATEDEHYDROG-RXN	iML1515	iYO844	iAF692	['META:PREPHENATEDEHYDROG-RXN']	['R01728']	['rxn01268']	['MNXR103121']	['META:PREPHENATEDEHYDROG-RXN']	['R01728']	['rxn01268']	['MNXR103121']	['META:PREPHENATEDEHYDROG-RXN']	['R01728']	['rxn01268']	['MNXR103121']
429	PPNDH	Prephenate dehydratase	PREPHENATEDEHYDRAT-RXN	R01373	rxn01000	MNXR126086	PREPHENATEDEHYDRAT-RXN	iML1515	iYO844	iAF692	['META:PREPHENATEDEHYDRAT-RXN']	['R01373']	['rxn01000']	['MNXR126086']	['META:PREPHENATEDEHYDRAT-RXN']	['R01373']	['rxn01000']	['MNXR126086']	['META:PREPHENATEDEHYDRAT-RXN']	['R01373']	['rxn01000']	['MNXR126086']
1632	PPPGO	Protoporphyrinogen oxidase (aerobic)			rxn02304; rxn09179	MNXR103128		iML1515	iYO844				['rxn09179', 'rxn02304']	['MNXR103128']			['rxn09179', 'rxn02304']	['MNXR103128']				
1860	PPPGO3	Protoporphyrinogen oxidase (anaerobic)			rxn09180	MNXR103130		iML1515					['rxn09180']	['MNXR103130']								
646	PPPNDO	Phenylpropanoate Dioxygenase	HCAMULTI-RXN			MNXR103134		iML1515			['META:HCAMULTI-RXN']			['MNXR103134']								
1420	PPPNt2rpp	3-phenylpropionate transport via proton symport, reversible (periplasm)			rxn10133; rxn09182	MNXR103135		iML1515					['rxn09182', 'rxn10133']	['MNXR103135']								
1005	PPPNtex	3-phenylpropionate transport via diffusion (extracellular to periplasm)	TRANS-RXN0-282		rxn09183	MNXR103136	TRANS-RXN0-282	iML1515			['META:TRANS-RXN0-282']		['rxn09183']	['MNXR103136']								
132	PPS	Phosphoenolpyruvate synthase	PEPSYNTH-RXN	R00199	rxn00147	MNXR103140	PEPSYNTH-RXN	iML1515	iYO844	iAF692	['META:PEPSYNTH-RXN']	['R00199']	['rxn00147']	['MNXR103140']	['META:PEPSYNTH-RXN']	['R00199']	['rxn00147']	['MNXR103140']	['META:PEPSYNTH-RXN']	['R00199']	['rxn00147']	['MNXR103140']
3184	PPTGS_BS					MNXR143307			iYO844									['MNXR143307']				
738	PPTHpp	Phosphonate hydrogenase (periplasm)			rxn09184	MNXR103149		iML1515					['rxn09184']	['MNXR103149']								
3186	PPTT			R05613	rxn03892	MNXR103150			iYO844							['R05613']	['rxn03892']	['MNXR103150']				
1010	PPTtex	Phosphonate transport via diffusion (extracellular to periplasm)			rxn09185	MNXR103151		iML1515					['rxn09185']	['MNXR103151']								
585	PRAGSr	Phosphoribosylglycinamide synthase	GLYRIBONUCSYN-RXN	R04144	rxn02895	MNXR103139	GLYRIBONUCSYN-RXN	iML1515	iYO844	iAF692	['META:GLYRIBONUCSYN-RXN']	['R04144']	['rxn02895']	['MNXR103139']	['META:GLYRIBONUCSYN-RXN']	['R04144']	['rxn02895']	['MNXR103139']	['META:GLYRIBONUCSYN-RXN']	['R04144']	['rxn02895']	['MNXR103139']
1658	PRAIS	Phosphoribosylaminoimidazole synthase	AIRS-RXN			MNXR138720	AIRS-RXN	iML1515		iAF692				['MNXR138720']								['MNXR138720']
3229	PRAIS_1		AIRS-RXN			MNXR138720	AIRS-RXN		iYO844									['MNXR138720']				
1464	PRAIi	Phosphoribosylanthranilate isomerase (irreversible)	PRAISOM-RXN	R03509	rxn02508	MNXR103156	PRAISOM-RXN	iML1515	iYO844	iAF692	['META:PRAISOM-RXN']	['R03509']	['rxn02508']	['MNXR103156']	['META:PRAISOM-RXN']	['R03509']	['rxn02508']	['MNXR103156']	['META:PRAISOM-RXN']	['R03509']	['rxn02508']	['MNXR103156']
556	PRAMPC	Phosphoribosyl-AMP cyclohydrolase	HISTCYCLOHYD-RXN	R04037	rxn02835	MNXR103154		iML1515		iAF692	['META:HISTCYCLOHYD-RXN']	['R04037']	['rxn02835']	['MNXR103154']					['META:HISTCYCLOHYD-RXN']	['R04037']	['rxn02835']	['MNXR103154']
3427	PRAMPC_1		HISTCYCLOHYD-RXN	R04037	rxn02835	MNXR103154			iYO844						['META:HISTCYCLOHYD-RXN']	['R04037']	['rxn02835']	['MNXR103154']				
942	PRASCSi	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	SAICARSYN-RXN	R04591		MNXR108987		iML1515	iYO844	iAF692	['META:SAICARSYN-RXN']	['R04591']		['MNXR108987']	['META:SAICARSYN-RXN']	['R04591']		['MNXR108987']	['META:SAICARSYN-RXN']	['R04591']		['MNXR108987']
529	PRATPP	Phosphoribosyl-ATP pyrophosphatase	HISTPRATPHYD-RXN	R04035	rxn02834	MNXR103155		iML1515	iYO844	iAF692	['META:HISTPRATPHYD-RXN']	['R04035']	['rxn02834']	['MNXR103155']	['META:HISTPRATPHYD-RXN']	['R04035']	['rxn02834']	['MNXR103155']	['META:HISTPRATPHYD-RXN']	['R04035']	['rxn02834']	['MNXR103155']
2671	PRCPD	5-phospho-?-D-ribosyl 1,2-cyclic phosphate phosphodiesterase						iML1515														
586	PRFGS	Phosphoribosylformylglycinamidine synthase				MNXR138721		iML1515		iAF692				['MNXR138721']								['MNXR138721']
3230	PRFGS_1					MNXR138721			iYO844									['MNXR138721']				
531	PRMICI	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	PRIBFAICARPISOM-RXN	R04640	rxn03175	MNXR103169	PRIBFAICARPISOM-RXN	iML1515	iYO844	iAF692	['META:PRIBFAICARPISOM-RXN']	['R04640']	['rxn03175']	['MNXR103169']	['META:PRIBFAICARPISOM-RXN']	['R04640']	['rxn03175']	['MNXR103169']	['META:PRIBFAICARPISOM-RXN']	['R04640']	['rxn03175']	['MNXR103169']
3233	PRO1x			R01248	rxn00929	MNXR102303			iYO844							['R01248']	['rxn00929']	['MNXR102303']				
2678	PROD3	Proline dehydrogenase (q8)						iML1515														
1791	PROGLYabcpp	L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)			rxn09189	MNXR103190		iML1515					['rxn09189']	['MNXR103190']								
1982	PROGLYtex	L-Prolinylglycine transport via diffusion (extracellular to periplasm)			rxn09190	MNXR103191		iML1515					['rxn09190']	['MNXR103191']								
3368	PROLBabc		TRANS-RXN-324		rxn10073	MNXR103193	TRANS-RXN-324		iYO844						['META:TRANS-RXN-324']		['rxn10073']	['MNXR103193']				
3675	PROTRS			R03661	rxn06445	MNXR103208				iAF692										['R03661']	['rxn06445']	['MNXR103208']
3676	PROabc		ABC-26-RXN		rxn09187; rxn05165	MNXR103210	ABC-26-RXN			iAF692									['META:ABC-26-RXN']		['rxn09187', 'rxn05165']	['MNXR103210']
1243	PROabcpp	L-proline transport via ABC system (periplasm)	ABC-26-RXN		rxn09187; rxn05165	MNXR103210	ABC-26-RXN	iML1515			['META:ABC-26-RXN']		['rxn09187', 'rxn05165']	['MNXR103210']								
3238	PROt2r		TRANS-RXN-29		rxn11167; rxn05638; rxn09191	MNXR103211	TRANS-RXN-29		iYO844	iAF692					['META:TRANS-RXN-29']		['rxn11167', 'rxn09191', 'rxn05638']	['MNXR103211']	['META:TRANS-RXN-29']		['rxn11167', 'rxn09191', 'rxn05638']	['MNXR103211']
1244	PROt2rpp	L-proline reversible transport via proton symport (periplasm)	TRANS-RXN-29		rxn11167; rxn05638; rxn09191	MNXR103211	TRANS-RXN-29	iML1515			['META:TRANS-RXN-29']		['rxn11167', 'rxn09191', 'rxn05638']	['MNXR103211']								
1246	PROt4pp	Na+/Proline-L symporter (periplasm)	TRANS-RXN-118		rxn09192; rxn05221	MNXR103197	TRANS-RXN-118	iML1515			['META:TRANS-RXN-118']		['rxn05221', 'rxn09192']	['MNXR103197']								
1832	PROtex	L-proline transport via diffusion (extracellular to periplasm)			rxn09720; rxn11339; rxn10945; rxn09193	MNXR103213		iML1515					['rxn09720', 'rxn09193', 'rxn11339', 'rxn10945']	['MNXR103213']								
3678	PRPPP		RXN-10969		rxn10591	MNXR103214	RXN-10969			iAF692									['META:RXN-10969']		['rxn10591']	['MNXR103214']
526	PRPPS	Phosphoribosylpyrophosphate synthetase				MNXR103215		iML1515	iYO844	iAF692				['MNXR103215']				['MNXR103215']				['MNXR103215']
2286	PSCLYSt2pp	Psicoselysine transport via proton symport (periplasm)			rxn09195	MNXR103227		iML1515					['rxn09195']	['MNXR103227']								
2322	PSCLYStex	Psicoselysine transporter via diffusion (extracellular)	TRANS-RXN0-418		rxn09196	MNXR103228	TRANS-RXN0-418	iML1515			['META:TRANS-RXN0-418']		['rxn09196']	['MNXR103228']								
66	PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1.19-RXN	R03460	rxn02476	MNXR103226	2.5.1.19-RXN	iML1515	iYO844	iAF692	['META:2.5.1.19-RXN']	['R03460']	['rxn02476']	['MNXR103226']	['META:2.5.1.19-RXN']	['R03460']	['rxn02476']	['MNXR103226']	['META:2.5.1.19-RXN']	['R03460']	['rxn02476']	['MNXR103226']
2159	PSD120	Phosphatidylserine decarboxylase (n-C12:0)				MNXR103229		iML1515						['MNXR103229']								
2023	PSD140	Phosphatidylserine decarboxylase (n-C14:0)				MNXR103230		iML1515						['MNXR103230']								
2038	PSD141	Phosphatidylserine decarboxylase (n-C14:1)				MNXR103231		iML1515						['MNXR103231']								
1937	PSD160	Phosphatidylserine decarboxylase (n-C16:0)			rxn09200	MNXR103232		iML1515					['rxn09200']	['MNXR103232']								
1938	PSD161	Phosphatidylserine decarboxylase (n-C16:1)				MNXR103233		iML1515						['MNXR103233']								
1939	PSD180	Phosphatidylserine decarboxylase (n-C18:0)			rxn09202	MNXR103234		iML1515					['rxn09202']	['MNXR103234']								
2172	PSD181	Phosphatidylserine decarboxylase (n-C18:1)				MNXR103235		iML1515						['MNXR103235']								
3239	PSDC_BS					MNXR143322			iYO844									['MNXR143322']				
595	PSERT	Phosphoserine transaminase	PSERTRANSAM-RXN	R04173	rxn02914	MNXR103225		iML1515	iYO844	iAF692	['META:PSERTRANSAM-RXN']	['R04173']	['rxn02914']	['MNXR103225']	['META:PSERTRANSAM-RXN']	['R04173']	['rxn02914']	['MNXR103225']	['META:PSERTRANSAM-RXN']	['R04173']	['rxn02914']	['MNXR103225']
3187	PSER_Dt6				rxn05639	MNXR103244			iYO844								['rxn05639']	['MNXR103244']				
3188	PSER_Lt6				rxn05640	MNXR103245			iYO844								['rxn05640']	['MNXR103245']				
1155	PSERtex	Phospho-L-serine transport via diffusion (extracellular to periplasm)			rxn09204	MNXR103246		iML1515					['rxn09204']	['MNXR103246']								
3681	PSLP				rxn10592	MNXR103258				iAF692											['rxn10592']	['MNXR103258']
3683	PSLS				rxn10593	MNXR103259				iAF692											['rxn10593']	['MNXR103259']
3242	PSP_D			R02853	rxn02046	MNXR103265			iYO844							['R02853']	['rxn02046']	['MNXR103265']				
661	PSP_L	Phosphoserine phosphatase (L-serine)	RXN0-5114	R00582	rxn00420	MNXR103260	RXN0-5114	iML1515	iYO844	iAF692	['META:RXN0-5114']	['R00582']	['rxn00420']	['MNXR103260']	['META:RXN0-5114']	['R00582']	['rxn00420']	['MNXR103260']	['META:RXN0-5114']	['R00582']	['rxn00420']	['MNXR103260']
1161	PSP_Lpp	Phospho-L-serine phosphatase (periplasmic)	RXN0-5114	R00582	rxn00420	MNXR103260	RXN0-5114	iML1515			['META:RXN0-5114']	['R00582']	['rxn00420']	['MNXR103260']								
2204	PSSA120	Phosphatidylserine syntase (n-C12:0)				MNXR103266		iML1515						['MNXR103266']								
1727	PSSA140	Phosphatidylserine syntase (n-C14:0)				MNXR103267		iML1515						['MNXR103267']								
1936	PSSA141	Phosphatidylserine syntase (n-C14:1)				MNXR103268		iML1515						['MNXR103268']								
2098	PSSA160	Phosphatidylserine syntase (n-C16:0)			rxn09208	MNXR103269		iML1515					['rxn09208']	['MNXR103269']								
1935	PSSA161	Phosphatidylserine syntase (n-C16:1)				MNXR103270		iML1515						['MNXR103270']								
1933	PSSA180	Phosphatidylserine syntase (n-C18:0)			rxn09210	MNXR103271		iML1515					['rxn09210']	['MNXR103271']								
2099	PSSA181	Phosphatidylserine syntase (n-C18:1)				MNXR103272		iML1515						['MNXR103272']								
2631	PSURIK	Pseudouridine kinase						iML1515														
2501	PSURItex	Pseudouridine transport via diffusion (extracellular to periplasm)						iML1515														
2616	PSURItpp	Pseudouridine transport via permease						iML1515														
572	PTA2	Phosphate acetyltransferase	PTAALT-RXN	R00921	rxn00670	MNXR102416	PTAALT-RXN	iML1515	iYO844		['META:PTAALT-RXN']	['R00921']	['rxn00670']	['MNXR102416']	['META:PTAALT-RXN']	['R00921']	['rxn00670']	['MNXR102416']				
77	PTAr	Phosphotransacetylase	PHOSACETYLTRANS-RXN	R00230	rxn00173	MNXR103319	PHOSACETYLTRANS-RXN	iML1515	iYO844	iAF692	['META:PHOSACETYLTRANS-RXN']	['R00230']	['rxn00173']	['MNXR103319']	['META:PHOSACETYLTRANS-RXN']	['R00230']	['rxn00173']	['MNXR103319']	['META:PHOSACETYLTRANS-RXN']	['R00230']	['rxn00173']	['MNXR103319']
3243	PTHPS		4.2.3.12-RXN	R04286	rxn02986	MNXR141260	4.2.3.12-RXN		iYO844	iAF692					['META:4.2.3.12-RXN']	['R04286']	['rxn02986']	['MNXR141260']	['META:4.2.3.12-RXN']	['R04286']	['rxn02986']	['MNXR141260']
